"Time","sensor-readings.reading"
1636772400000,1.6
1636776000000,1.3
1636779600000,2.2
1636783200000,2.2
1636786800000,3.7
1636790400000,2.6
1636794000000,5.5
1636797600000,3.2
1636801200000,5.3
1636804800000,3.6
1636808400000,3.9
1636812000000,3.6
1636815600000,3.6
1636819200000,2.8
1636822800000,2.8
1636826400000,2.8
1636830000000,2.8
1636833600000,2.8
1636837200000,2.8
1636840800000,2.8
1636844400000,2.1
1636848000000,2.8
1636851600000,3.2
1636855200000,2.8
1636858800000,2.8
1636862400000,3.2
1636866000000,4.3
1636869600000,3.2
1636873200000,4.3
1636876800000,5
1636880400000,5
1636884000000,5.3
1636887600000,4.6
1636891200000,5.3
1636894800000,5.7
1636898400000,5
1636902000000,5
1636905600000,5.7
1636909200000,3.9
1636912800000,4.6
1636916400000,5.3
1636920000000,5.7
1636923600000,3.9
1636927200000,6.1
1636930800000,5.7
1636934400000,3.9
1636938000000,3.9
1636941600000,5.3
1636945200000,4.6
1636948800000,5.3
1636952400000,5.7
1636956000000,6.1
1636959600000,5.7
1636963200000,5.7
1636966800000,6.5
1636970400000,8.3
1636974000000,7.3
1636977600000,8.4
1636981200000,7
1636984800000,7.3
1636988400000,7.3
1636992000000,7.7
1636995600000,7.3
1636999200000,5.5
1637002800000,5.8
1637006400000,5.5
1637010000000,5.5
1637013600000,5.1
1637017200000,4.7
1637020800000,5.1
1637024400000,4.7
1637028000000,4.7
1637031600000,6.2
1637035200000,5.5
1637038800000,5.8
1637042400000,6.2
1637046000000,5.5
1637049600000,5.8
1637053200000,6.2
1637056800000,5.8
1637060400000,7.2
1637064000000,7
1637067600000,6.2
1637071200000,5.1
1637074800000,4.7
1637078400000,3.9
1637082000000,3.6
1637085600000,5
1637089200000,4.6
1637092800000,3.2
1637096400000,3.2
1637100000000,3.9
1637103600000,3.6
1637107200000,2.8
1637110800000,2.8
1637114400000,2.8
1637118000000,2.8
1637121600000,2.8
1637125200000,3.2
1637128800000,2.8
1637132400000,3.2
1637136000000,4.3
1637139600000,4.6
1637143200000,5
1637146800000,5.3
1637150400000,6.1
1637154000000,6.1
1637157600000,3.6
1637161200000,3.6
1637164800000,2.8
1637168400000,2.8
1637172000000,4.3
1637175600000,5.3
1637179200000,4.6
1637182800000,4.6
1637186400000,3.6
1637190000000,2.8
1637193600000,2.8
1637197200000,3.9
1637200800000,4.3
1637204400000,3.6
1637208000000,3.9
1637211600000,4.3
1637215200000,4.3
1637218800000,5
1637222400000,5.7
1637226000000,9.1
1637229600000,9.6
1637233200000,9.6
1637236800000,8.6
1637240400000,7.5
1637244000000,7.1
1637247600000,4.5
1637251200000,2.7
1637254800000,2.3
1637258400000,0
1637262000000,-0.3
1637265600000,-1
1637269200000,-1
1637272800000,-0.6
1637276400000,0
1637280000000,1.3
1637283600000,-0.6
1637287200000,1
1637290800000,-0.3
1637294400000,0.6
1637298000000,1.3
1637301600000,1.3
1637305200000,2.2
1637308800000,5.2
1637312400000,5.2
1637316000000,8.8
1637319600000,9.2
1637323200000,9.6
1637326800000,10.6
1637330400000,8.6
1637334000000,7.1
1637337600000,5.1
1637341200000,3.6
1637344800000,2.1
1637348400000,0.8
1637352000000,1.4
1637355600000,1.1
1637359200000,1.4
1637362800000,0.5
1637366400000,1.1
1637370000000,1.7
1637373600000,2.1
1637377200000,3.6
1637380800000,2.8
1637384400000,1.1
1637388000000,0.8
1637391600000,3.9
1637395200000,7.2
1637398800000,6.8
1637402400000,7.6
1637406000000,9.4
1637409600000,8.4
1637413200000,9.4
1637416800000,7.7
1637420400000,5.8
1637424000000,3.9
1637427600000,2.1
1637431200000,1.1
1637434800000,0.5
1637438400000,0.5
1637442000000,0.2
1637445600000,0.2
1637449200000,0.5
1637452800000,0.5
1637456400000,-1.1
1637460000000,-3.6
1637463600000,-2.1
1637467200000,-2.1
1637470800000,-2.8
1637474400000,-3.2
1637478000000,-1.7
1637481600000,3.2
1637485200000,2.4
1637488800000,3.6
1637492400000,6.5
1637496000000,9.1
1637499600000,6.7
1637503200000,7.5
1637506800000,5.2
1637510400000,0.6
1637514000000,0
1637517600000,1.3
1637521200000,0.3
1637524800000,0
1637528400000,0.3
1637532000000,0
1637535600000,0.6
1637539200000,0.6
1637542800000,1.3
1637546400000,1.6
1637550000000,1.9
1637553600000,1.3
1637557200000,2.9
1637560800000,2.6
1637564400000,3.3
1637568000000,3.3
1637571600000,2.6
1637575200000,4.1
1637578800000,4.8
1637582400000,4.5
1637586000000,4.5
1637589600000,4.1
1637593200000,4.1
1637596800000,3.8
1637600400000,3.8
1637604000000,3.8
1637607600000,2.7
1637611200000,2.3
1637614800000,3.8
1637618400000,3.4
1637622000000,2.7
1637625600000,2.3
1637629200000,2.7
1637632800000,1.6
1637636400000,2.9
1637640000000,1.3
1637643600000,1.3
1637647200000,2.2
1637650800000,2.6
1637654400000,4.8
1637658000000,5.6
1637661600000,3.5
1637665200000,5.2
1637668800000,5.2
1637672400000,7.8
1637676000000,4.7
1637679600000,4.3
1637683200000,0.5
1637686800000,0.5
1637690400000,0.5
1637694000000,0.2
1637697600000,-1.7
1637701200000,-1.1
1637704800000,-2.1
1637708400000,-2.8
1637712000000,-2.8
1637715600000,-2.8
1637719200000,-3.2
1637722800000,-2.1
1637726400000,-4.3
1637730000000,-5.7
1637733600000,-4.3
1637737200000,0.1
1637740800000,0.5
1637744400000,2.8
1637748000000,4.1
1637751600000,4.1
1637755200000,3.6
1637758800000,5.6
1637762400000,2.7
1637766000000,1.3
1637769600000,-2.2
1637773200000,-2.2
1637776800000,-4.8
1637780400000,-5.6
1637784000000,-5.6
1637787600000,-5.2
1637791200000,-4.8
1637794800000,-5.2
1637798400000,-4.5
1637802000000,-5.2
1637805600000,-5.6
1637809200000,-3.5
1637812800000,-4.1
1637816400000,-3.1
1637820000000,-3.1
1637823600000,-1.9
1637827200000,-0.6
1637830800000,1
1637834400000,0.4
1637838000000,1.6
1637841600000,0.8
1637845200000,0
1637848800000,-1
1637852400000,-0.8
1637856000000,-0.5
1637859600000,-0.8
1637863200000,-2.4
1637866800000,-2.4
1637870400000,-1.5
1637874000000,-1.4
1637877600000,-2.1
1637881200000,-0.5
1637884800000,-1.1
1637888400000,0.1
1637892000000,-0.8
1637895600000,-1.1
1637899200000,0.4
1637902800000,0.1
1637906400000,-0.5
1637910000000,1.1
1637913600000,1.1
1637917200000,1.5
1637920800000,1.4
1637924400000,1.1
1637928000000,2.4
1637931600000,2.1
1637935200000,1.7
1637938800000,-0.1
1637942400000,1.1
1637946000000,0.2
1637949600000,1.1
1637953200000,-0.1
1637956800000,-0.4
1637960400000,-0.1
1637964000000,-1.1
1637967600000,-0.5
1637971200000,0.1
1637974800000,-0.1
1637978400000,-0.7
1637982000000,1.7
1637985600000,1.7
1637989200000,-0.8
1637992800000,-0.5
1637996400000,-0.8
1638000000000,-0.5
1638003600000,-0.2
1638007200000,-0.2
1638010800000,0.1
1638014400000,2.1
1638018000000,1.5
1638021600000,0.5
1638025200000,3.2
