"Time","sensor-readings.reading"
1636916400000,86.1
1636920000000,86.1
1636923600000,86.1
1636927200000,86.1
1636930800000,86.1
1636934400000,86.1
1636938000000,88.1
1636941600000,90.1
1636945200000,90.1
1636948800000,90.1
1636952400000,92.1
1636956000000,92.1
1636959600000,92.1
1636963200000,92.1
1636966800000,92.1
1636970400000,92.1
1636974000000,92.1
1636977600000,90.1
1636981200000,90.1
1636984800000,88.1
1636988400000,88.1
1636992000000,88.1
1636995600000,86.1
1636999200000,86.1
1637002800000,86.1
1637006400000,86.1
1637010000000,86.1
1637013600000,86.1
1637017200000,86.1
1637020800000,88.1
1637024400000,88.1
1637028000000,88.1
1637031600000,90.1
1637035200000,90.1
1637038800000,90.1
1637042400000,90.1
1637046000000,90.1
1637049600000,90.1
1637053200000,90.1
1637056800000,90.1
1637060400000,87.9
1637064000000,85.9
1637067600000,83.9
1637071200000,81.9
1637074800000,79.9
1637078400000,79.9
1637082000000,79.9
1637085600000,79.9
1637089200000,79.9
1637092800000,77.9
1637096400000,77.9
1637100000000,77.9
1637103600000,77.9
1637107200000,77.9
1637110800000,77.9
1637114400000,77.9
1637118000000,77.9
1637121600000,79.9
1637125200000,79.9
1637128800000,79.9
1637132400000,81.9
1637136000000,81.9
1637139600000,81.9
1637143200000,81.9
1637146800000,81.9
1637150400000,81.9
1637154000000,79.9
1637157600000,77.9
1637161200000,77.9
1637164800000,77.9
1637168400000,77.9
1637172000000,77.9
1637175600000,77.9
1637179200000,77.9
1637182800000,75.9
1637186400000,75.9
1637190000000,75.9
1637193600000,75.9
1637197200000,77.9
1637200800000,77.9
1637204400000,77.9
1637208000000,79.9
1637211600000,79.9
1637215200000,79.9
1637218800000,79.9
1637222400000,81.9
1637226000000,81.9
1637229600000,81.9
1637233200000,77.9
1637236800000,75.9
1637240400000,71.9
1637244000000,69.9
1637247600000,65.9
1637251200000,63.9
1637254800000,63.9
1637258400000,63.9
1637262000000,63.9
1637265600000,63.9
1637269200000,65.9
1637272800000,67.9
1637276400000,69.9
1637280000000,71.9
1637283600000,71.9
1637287200000,73.9
1637290800000,73.9
1637294400000,75.9
1637298000000,77.9
1637301600000,77.9
1637305200000,77.9
1637308800000,79.9
1637312400000,79.9
1637316000000,79.9
1637319600000,75.9
1637323200000,73.9
1637326800000,69.9
1637330400000,65.9
1637334000000,63.9
1637337600000,61.9
1637341200000,61.9
1637344800000,59.9
1637348400000,59.9
1637352000000,61.9
1637355600000,63.9
1637359200000,65.9
1637362800000,67.9
1637366400000,67.9
1637370000000,69.9
1637373600000,71.9
1637377200000,73.9
1637380800000,73.9
1637384400000,73.9
1637388000000,75.9
1637391600000,77.9
1637395200000,77.9
1637398800000,77.9
1637402400000,77.9
1637406000000,75.9
1637409600000,73.9
1637413200000,71.9
1637416800000,67.9
1637420400000,65.9
1637424000000,65.9
1637427600000,65.9
1637431200000,65.9
1637434800000,67.9
1637438400000,67.9
1637442000000,69.9
1637445600000,71.9
1637449200000,73.9
1637452800000,75.9
1637456400000,75.9
1637460000000,77.9
1637463600000,77.9
1637467200000,79.9
1637470800000,79.9
1637474400000,79.9
1637478000000,81.9
1637481600000,83.9
1637485200000,83.9
1637488800000,83.9
1637492400000,83.9
1637496000000,83.9
1637499600000,81.9
1637503200000,79.9
1637506800000,75.9
1637510400000,73.9
1637514000000,73.9
1637517600000,75.9
1637521200000,75.9
1637524800000,77.9
1637528400000,79.9
1637532000000,81.9
1637535600000,81.9
1637539200000,83.9
1637542800000,83.9
1637546400000,85.9
1637550000000,85.9
1637553600000,85.9
1637557200000,85.9
1637560800000,85.9
1637564400000,85.9
1637568000000,85.9
1637571600000,85.9
1637575200000,85.9
1637578800000,85.9
1637582400000,85.9
1637586000000,85.9
1637589600000,83.9
1637593200000,83.9
1637596800000,83.9
1637600400000,83.9
1637604000000,83.9
1637607600000,83.9
1637611200000,83.9
1637614800000,83.9
1637618400000,83.9
1637622000000,83.9
1637625600000,83.9
1637629200000,85.9
1637632800000,85.9
1637636400000,85.9
1637640000000,85.9
1637643600000,85.9
1637647200000,85.9
1637650800000,87.9
1637654400000,87.9
1637658000000,87.9
1637661600000,85.9
1637665200000,85.9
1637668800000,83.9
1637672400000,81.9
1637676000000,79.9
1637679600000,75.9
1637683200000,73.9
1637686800000,73.9
1637690400000,73.9
1637694000000,73.9
1637697600000,73.9
1637701200000,73.9
1637704800000,73.9
1637708400000,73.9
1637712000000,75.9
1637715600000,75.9
1637719200000,77.9
1637722800000,77.9
1637726400000,77.9
1637730000000,77.9
1637733600000,79.9
1637737200000,79.9
1637740800000,79.9
1637744400000,79.9
1637748000000,79.9
1637751600000,77.9
1637755200000,75.9
1637758800000,71.9
1637762400000,69.9
1637766000000,67.9
1637769600000,65.9
1637773200000,65.9
1637776800000,63.9
1637780400000,63.9
1637784000000,63.9
1637787600000,65.9
1637791200000,65.9
1637794800000,67.9
1637798400000,69.9
1637802000000,69.9
1637805600000,71.9
1637809200000,71.9
1637812800000,73.9
1637816400000,75.9
1637820000000,75.9
1637823600000,77.9
1637827200000,77.9
1637830800000,77.9
1637834400000,77.9
1637838000000,77.9
1637841600000,77.9
1637845200000,75.9
1637848800000,75.9
1637852400000,73.9
1637856000000,73.9
1637859600000,73.9
1637863200000,73.9
1637866800000,73.9
1637870400000,73.9
1637874000000,73.9
1637877600000,75.9
1637881200000,75.9
1637884800000,75.9
1637888400000,77.9
1637892000000,77.9
1637895600000,77.9
1637899200000,79.9
1637902800000,79.9
1637906400000,79.9
1637910000000,81.9
1637913600000,81.9
1637917200000,83.9
1637920800000,83.9
1637924400000,83.9
1637928000000,83.9
